startup_name,article_summary,publication_date,year,funding_amount,funding_round_raw,funding_round,investor_names,city,canton,founded_year,employees,website,location,industry,sub_industry,business_model_type,primary_keywords,secondary_keywords
Belgian ePaper display provider,"2025 PocketBook, one of the leading companies in the eReader market, has acquired Belgian company IONNYK, known for its large-format digital black-and-white art displays based on ePaper technology.",2025-09-05,2025,,,,,,,2007.0,,,Switzerland,B2C Tech,E-commerce,B2B-Hardware,,"BioTech, Manufacturing"
Berlin Heals Holding AG,"2025 Earlier this year, Swiss German medtech company Berlin Heals closed its first tranche of its series A round.",2025-09-05,2025,5M USD,Series A,Series A,,,,2014.0,,,Switzerland,BioTech,,B2B-Hardware,BioTech,"HealthTech, EdTech"
Calingo Insurance AG Soully GmbH,2025 In der Sendung bekam Roland Brack alleine den Zuschlag für einen Deal mit dem Startup Calingo Insurance.,2025-09-04,2025,0.15M CHF,,Undisclosed,,,,,,,Switzerland,B2C Tech,E-commerce,B2B-Services,,
,"2025 Four innovative startups from Geneva developing solutions in pet health, life sciences, and digital therapeutics have received support from the FONGIT Innovation Fund (FIF).",2025-09-04,2025,0.10M CHF,Seed,Seed,,,,,,,Switzerland,BioTech,,Deep Tech / IP,BioTech,
Obaris AG,"2025 Only a year after its incorporation, OBaris AG was acquired by Johnson & Johnson, marking the beginning of a new phase of innovation in drug delivery.",2025-09-04,2025,1M CHF,,Award,,,,2024.0,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,Logistics,"BioTech, HealthTech, EdTech"
EuroEyes die Betterview AG,"2025 EuroEyes, eine in Europa führende Klinikgruppe für Refraktive Chirurgie, übernimmt sieben Schweizer Kliniken der Betterview Gruppe sowie die Niederlassung in London.",2025-09-03,2025,12M CHF,,Undisclosed,,,,2019.0,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,HealthTech,
Flybotix SA,"2025 Flybotix, a global robotics company specializing in drone-based solutions for the inspection of confined-space of industrial and civilian assets, has raised close to USD 10 million in a Series A extension round.",2025-09-03,2025,10M USD,Series A,Series A,,,,2019.0,,,Switzerland,FinTech,,B2B-SaaS,"SaaS, Robotics","BioTech, Manufacturing"
Future Kitchens AG,2025 Knapp 180 Prozent Umsatzwachstum im ersten Halbjahr 2025 erzielt und wöchentlich rund zwei neue virtuelle Restaurants durch Lizenznehmer eröffnen – das Zürcher Food Delivery-Startup Future Kitchens befindet sich mitten in der Skalierung.,2025-09-02,2025,12M CHF,,Undisclosed,,Zurich,ZH,2022.0,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,Logistics,"BioTech, FoodTech"
Swijin AG,2025 Das SportsTech-Startup Swijin hat in den vergangenen 18 Monaten über eine halbe Million Franken Seed-Finanzierung von privaten Investorinnen und Investoren eingesammelt.,2025-09-01,2025,,Seed,Seed,,,,2025.0,,,Switzerland,FinTech,,Unknown,FinTech,BioTech
QARAlink SA,"2025 QARAlink, a medtech startup building an AI-supported regulatory intelligence platform for MedTech and HealthTech companies, has raised USD 936,000 in pre-seed funding at an approximately USD 5.",2025-09-01,2025,5.6M USD,pre-seed,Pre-Seed,,,,2024.0,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,HealthTech,"HealthTech, EdTech"
Voliro AG,"2025 Voliro AG, a global leader in aerial robotics for contact-based industrial inspections, acquired the intellectual property rights of Sixpec.",2025-08-29,2025,,,Award,,,,,,,Switzerland,Robotics,"Industrial Robotics, Drones",B2B-Hardware,"Robotics, IoT","Manufacturing, PropTech"
,"2025 Four startup projects have received support from the Foundation for Innovation and Technology (FIT) in the form of Tech Grants: Hevelion from UNIL, and IRIS, Rhonexum and Kymansis from EPFL.",2025-08-27,2025,,,Award,,,,,,,Switzerland,BioTech,"Drug Discovery, Diagnostics, Oncology",B2B-Hardware,"AI, BioTech",
,2025 Zwei Startups konnten die Investorinnen und Investoren anlässlich der zweiten Folge «Höhle der Löwen» überzeugen.,2025-08-27,2025,0.08M CHF,,Undisclosed,,,,2023.0,,,Switzerland,B2C Tech,E-commerce,B2C,,
Zenline AG,"2025 Zenline AI, a Zurich-based B2B startup developing AI agents to support assortment decisions in European retail, has secured its first investment to support European multi-brand retailers to make faster, more profitable assortment decisions.",2025-08-27,2025,1.6M USD,pre-seed round,Pre-Seed,,Zurich,ZH,2024.0,,,Switzerland,FinTech,,B2C,FinTech,
Previse Systems AG,"2025 Based in Zug, Previse Systems is a leading provider of next-generation Energy Trading & Risk Management (ETRM) software, serving more than 20 customers, top-tier energy companies.",2025-08-26,2025,,strategic investment,Strategic Investment,"Lightrock, a global sustainable investment platform",,,2019.0,,,Switzerland,FinTech,,Unknown,FinTech,"BioTech, ClimateTech"
Rhovica Neuroimaging AG,2025 Bern-based Rhovica Neuroimaging AG has raised CHF 2.,2025-08-26,2025,2.3M CHF,,Award,,Bern,BE,2023.0,,,Switzerland,MedTech,"Medical Devices, Patient Monitoring",B2B-Hardware,IoT,HealthTech
Baxiva AG,2025 Combating Antibiotic-Resistant Bacteria Biopharmaceutical Accelerator (CARB-X) has awarded Baxiva US$3M to develop its multivalent glycoconjugate vaccine to prevent extraintestinal pathogenic Escherichia coli (ExPEC) infections.,2025-08-22,2025,3M USD,,Award,,,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, BioTech",
Bionic Reading AG tasty spready AG,Staffel von Höhler der Löwen konnte das Startup tasty spready mit seiner zuckerarmen Gofitüre einen Löwen als Investor und Mentor gewinnen.,2025-08-22,2025,0.20M CHF,,Undisclosed,,,,2022.0,,,Switzerland,FinTech,,B2B-Services,FinTech,FoodTech
,"2025 Fly-Box, the Swiss start-up co-founded by Alain Thébault, serial entrepreneur and hydrofoil pioneer, has announced the completion of a pre-seed funding round of nearly CHF 3 million.",2025-08-21,2025,3M CHF,pre-seed,Pre-Seed,,,,2023.0,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,,"BioTech, ClimateTech, PropTech"
Loft Dynamics AG,"2025 Loft Dynamics developed the world’s only FAA- and EASA-qualified VR helicopter simulator, used by operators such as Airbus Helicopters, the Los Angeles Police Department and Air Greenland.",2025-08-21,2025,60M USD,series B,Series B,"Friedkin with participation from Alaska Airlines, existing shareholders Sky Dayton, Craft Ventures",,,,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Hardware,AI,BioTech
,2025 Collateral Good secured the mandate of an existing Sustainable Food Fund with ca.,2025-08-20,2025,,,Undisclosed,,Zurich,ZH,,,,Switzerland,FinTech,,Unknown,FinTech,"ClimateTech, FoodTech"
Reconnect Labs AG,"2025 Reconnect Labs, a spin-off of the University of Zürich, is transforming psychiatric drug development through AI-driven, regenerative therapies for patients facing PTSD, addiction, and other treatment-resistant conditions.",2025-08-20,2025,22M CHF,Seed,Seed,,,,2021.0,,,Switzerland,AI/ML,Applied AI,Unknown,"AI, DeepTech","BioTech, HealthTech"
Sparklys Switzerland AG,"2025 Sparklys Switzerland ist seit 2020 mit Hard Seltzern, alkoholhaltigem Sprudelwasser, in verschiedenen Geschmacksvariationen am Markt.",2025-08-20,2025,,Kapitalerhöhung,Undisclosed,,,,2020.0,,,Switzerland,Other,,Unknown,,
Mikafi AG,"2025 Das 2019 gegründete Startup Mikafi hat einen innovativen, kompakter Tabletop-Kaffeeröster entwickelt.",2025-08-19,2025,,,Undisclosed,,,,2019.0,,,Switzerland,Other,,Unknown,,
Farmer Connect SA,"2025 The Agridence Group, a leader in digital agri-commodity supply chain solutions, announced its acquisition of farmer connect, the Swiss-based compliance and traceability platform.",2025-08-19,2025,,,,,Geneva,GE,,,,Switzerland,CleanTech,,Deep Tech / IP,Data Analytics,"BioTech, ClimateTech, Logistics"
Swiss Airtainer SA,2025 Swiss Airtainer has developed the lightest active temperature-controlled air cargo container in the market.,2025-08-18,2025,,strategic investment,Strategic Investment,,,,2022.0,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Services,Logistics,"BioTech, ClimateTech, Manufacturing"
,"2025 The US private equity firm Advent International plans to acquire u-blox, a global provider of leading positioning and short-range communication technologies and services, for CHF 1.",2025-08-18,2025,1.1M CHF,,Undisclosed,,,,1997.0,,,Switzerland,Other,,B2C,,Manufacturing
Evulpo AG,8 Millionen Franken zur Weiterentwicklung der EdTech-Plattform 18.,2025-08-18,2025,8.8M CHF,,Undisclosed,,Zurich,ZH,,,,Switzerland,Other,,Unknown,,EdTech
Crypto Finance AG,,2025-08-15,2025,,,,,,,2020.0,,,Switzerland,FinTech,Crypto & Blockchain,Unknown,"Blockchain, FinTech",
InkVivo Technologies AG,2025 InkVivo Technologies AG has successfully closed a CHF 1.,2025-08-13,2025,1.1M CHF,pre-seed,Pre-Seed,TiVentures,,,,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Services,"IoT, Logistics","BioTech, HealthTech"
Mabylon AG,"2025 Mabylon AG raised a total of CHF 30 million, the major investment coming from former management and board members of Roche.",2025-08-12,2025,30M CHF,,Undisclosed,,,,,,,Switzerland,BioTech,Antibody Therapeutics,Deep Tech / IP,"IoT, BioTech",
Logmind SA,"2025 Logmind, a spin-off from EPFL, has secured additional funding to advance its intelligent platform for proactive IT incident detection and resolution.",2025-08-11,2025,,,Award,Spicehaus Partners,,,,,,Switzerland,FinTech,,B2B-SaaS,"AI, GenAI, SaaS","BioTech, EdTech, Cybersecurity"
,"2025 Energy Vault, a global leader in grid-scale energy storage solutions, has obtained a $300 million investment to fund the launch of its new subsidiary Asset Vault.",2025-08-08,2025,300M USD,,,,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,,"BioTech, PropTech"
,"2025 In the challenging environment for venture capital, Switzerland finds itself aligned with a major trend: more money flowing into fewer deals.",2025-08-08,2025,300M USD,,Undisclosed,,,,,,,Switzerland,BioTech,,B2B-Hardware,"IoT, Data Analytics, BioTech",FinTech
,"August 2025 treten bei Höhle der Löwen Schweiz wieder jeden Dienstagabend Startups an, um acht Investorinnen und Investoren zu überzeugen.",2025-08-06,2025,,,Award,,,,,150.0,,Switzerland,FinTech,,Unknown,FinTech,
London- QuMind,"2025 Leading global provider of advanced AI-driven solutions for the film, TV and advertising industries, Largo.",2025-08-06,2025,,Series A,Series A,,,,1999.0,,,Switzerland,Other,,B2C,,BioTech
,"The funds will be used to deepen its presence in core markets, expand the product suite, and team.",2025-08-05,2025,24M USD,,Undisclosed,"Norfund, Kyuden International, STOA to fund its growth, finance an additional 200 MW of commercial, industrial solar projects",,,2018.0,,,Switzerland,CleanTech,Solar,Deep Tech / IP,ClimateTech,Manufacturing
Daedalean AG Destinus SA,"2025 Aiming to accelerate the development of smarter AI-based flight systems for advanced autonomous operations, Destinus has acquired Zurich-based Daedalean, a leader in aviation AI solutions, for CHF 180 million.",2025-08-05,2025,180M CHF,,,,Zurich,ZH,2016.0,500.0,,Switzerland,Robotics,Drones,B2B-Hardware,AI,EdTech
Ensec AG,The acquisition reinforces Orange Cyberdefense’s existing presence in Switzerland.,2025-08-05,2025,,,,,Zurich,ZH,2016.0,,,Switzerland,FinTech,,B2C,FinTech,Cybersecurity
Oculis SA,"2025 Oculis, the biotech company focused on treatments for eye diseases, has expanded its loan agreement with BlackRock, securing access to CHF 75.",2025-08-04,2025,100M CHF,,Award,,,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, BioTech",
CARE Preventive AG,2025 Das Healthcare-Startup CARE hat in einer Crowdinvestment-Runde gut 600'000 Franken eingesammelt.,2025-08-04,2025,1.7M CHF,,Award,,Zurich,ZH,2022.0,,,Switzerland,FinTech,,B2B-Services,FinTech,BioTech
Modulos AG,7 million pre-series A to scale AI governance platform 29.,2025-07-29,2025,8.7M CHF,series A,Series A,,,,,,,Switzerland,FinTech,,B2B-Services,GenAI,
Terasol SA,"2025 Terasol SA, the startup dedicated to soil protection and regeneration, has completed its first round of financing, securing one million Swiss Francs.",2025-07-29,2025,1M CHF,seed round,Seed,,,,2022.0,13.0,,Switzerland,FinTech,,Unknown,FinTech,"BioTech, ClimateTech, PropTech"
,übernimmt 100 Prozent der Anteile seines strategischen Partners ViCap.,2025-07-29,2025,,Kapitalerhöhung,Undisclosed,,,,,,,Switzerland,Other,,Unknown,,BioTech
,2025 Three student projects have each obtained CHF 50'000 as part of the First ventures program to validate their solutions.,2025-07-28,2025,0.05M CHF,,,,,,,,,Switzerland,Other,,B2C,,"Manufacturing, EdTech"
Mobyfly SA,1 million to advance a zero-emission electric fast ferry 28.,2025-07-28,2025,10.1M CHF,Series A,Series A,,,,2020.0,,,Switzerland,CleanTech,,Deep Tech / IP,ClimateTech,FinTech
Freename AG,5 million to accelerate the future of domain names and digital Identity 25.,2025-07-25,2025,6.5M USD,seed,Seed,,,,2021.0,,,Switzerland,FinTech,Crypto & Blockchain,B2B-Services,Blockchain,
Pharvaris,"2 million through an upsized public offering of its shares, including the sale of over 9.",2025-07-25,2025,200M USD,,Undisclosed,,,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,BioTech,
ASTRA Therapeutics AG,"2025 Das Biotech-Startup ASTRA Therapeutics hat in einer Seed-Runde 7,75 Millionen Franken eingesammelt.",2025-07-25,2025,7.8M CHF,Seed,Seed,,,,2022.0,,,Switzerland,BioTech,,Deep Tech / IP,"IoT, BioTech",
Pi imaging Technologies SA,"2025 Carl Zeiss Microscopy GmbH, based in Germany, has acquired all equity shares and employees of Pi Imaging Technologies SA.",2025-07-24,2025,,,Award,,Lausanne,VD,2018.0,,,Switzerland,Other,,B2B-Hardware,"DeepTech, IoT","Manufacturing, EdTech"
Reshape Systems SA,2025 Reshape Systems SA is a spin-off from the European Center for Nuclear Research (CERN) specialized in advanced AI-powered solutions for the risk analysis of complex industrial systems.,2025-07-24,2025,0.80M CHF,pre-seed,Pre-Seed,Backbone Ventures,,,,,,Switzerland,FinTech,,Unknown,AI,"Manufacturing, Logistics"
Impact.build GmbH,"2025 Nine ‘studentpreneurs’ have received support from Founderful Campus, including an initial investment to fast tract their development.",2025-07-23,2025,0.03M CHF,pre-seed,Pre-Seed,,,,,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Hardware,"AI, Robotics","ClimateTech, Manufacturing, EdTech"
Work-ID AG,"2025 Das Thalwiler Startup Work-ID entwickelt einen Skills-Manager für Unternehmen, damit diese ihre offenen Stellen bestmöglich schliessen können.",2025-07-23,2025,4M CHF,,Award,,,,2025.0,,,Switzerland,Other,,Unknown,,
,"2025 Blockstream, the global leader in Bitcoin-powered financial infrastructure, today announced the acquisition of Lugano-based digital asset company, Elysium Lab.",2025-07-22,2025,0.10M CHF,,Grant,,Lugano,TI,2022.0,,,Switzerland,FinTech,Crypto & Blockchain,Unknown,Blockchain,
,health hat in einer private+ Kampagne auf Oomnium über 800'000 Franken von knapp 100 Investoren eingesammelt.,2025-07-22,2025,0.80M CHF,,Undisclosed,,,,2023.0,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Hardware,,HealthTech
Novertur International SA,"2025 Lausanne-based Novertur, a specialist in business matchmaking and internationalization services for small and medium-sized enterprises (SMEs), has been acquired by Coface, a global player in trade credit risk management with a turnover of €1.",2025-07-21,2025,,,Award,,Lausanne,VD,2016.0,,,Switzerland,FinTech,"InsurTech, Lending",B2B-Services,FinTech,
,"2025 vVARDIS, a Swiss high growth dental company, and OrbiMed have closed a $50 million funding round, building on OrbiMed's initial $35 million investment, which closed in February.",2025-07-18,2025,50M USD,,Undisclosed,,,,,,,Switzerland,FinTech,,Unknown,FinTech,HealthTech
,"2025 Onocoy, the startup dedicated to enabling mass adoption of high precision positioning using blockchain technology, has secured fresh funding – a $1.",2025-07-18,2025,1.5M USD,,Award,"NAVISP Element 2, an initiative of the European Space Agency aiming to strengthen Europe",,,,,,Switzerland,FinTech,Crypto & Blockchain,B2B-Hardware,"Robotics, Blockchain",BioTech
Numarics AG,"2025 Im Herbst 2024 hatte radicant, eine Tochter der Basellandschaftlichen Kantonalbank, das Fintech Startups Numarics und damit auch Treuhandbüros übernommen.",2025-07-17,2025,,,Award,,,,,,,Switzerland,FinTech,Banking Infrastructure,Unknown,FinTech,BioTech
Medyria AG,5 million to accelerate development of its medical device 16.,2025-07-16,2025,1.5M CHF,,Award,"Buenavista, from our existing investors",,,,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,HealthTech,"BioTech, HealthTech, Manufacturing"
,Wisekey subsidiary SEALSQ secured funding for its business.,2025-07-16,2025,60M USD,strategic investment,Strategic Investment,,,,2023.0,,,Switzerland,FinTech,Crypto & Blockchain,B2B-Hardware,"DeepTech, IoT",BioTech
Grensol AG,2025 Grensol develops solutions to recover valuable materials from highly complex waste streams currently incinerated.,2025-07-16,2025,1.8M CHF,seed round,Seed,,,,,,,Switzerland,CleanTech,,Deep Tech / IP,ClimateTech,"Manufacturing, PropTech"
